Bedrooms,Bathrooms,SquareFootageHouse,Location,Age,PoolQuality,HasPhotovoltaics,HeatingType,HasFiberglass,IsFurnished,DateSinceForSale,HouseColor,HasFireplace,KitchensQuality,BathroomsQuality,BedroomsQuality,LivingRoomsQuality,SquareFootageGarden,PreviousOwnerRating,HeatingCosts,WindowModelNames,Price
,,127,0,52,,0,1,1,0,18457,0,0,0,0,1,1,13,4.93,75.6,2,127.96185
1,1,25,1,47,0,0,1,0,1,19520,0,0,1,1,0,0,6,2.01,15.0,2,151.15993
,,104,1,33,3,0,2,0,1,19162,0,0,2,1,1,2,30,2.35,164.8,0,338.67113
2,1,59,0,,0,1,2,1,1,19067,2,0,1,0,0,2,6,1.17,,0,104.30021
2,1,78,1,26,3,0,0,0,1,19511,2,0,1,1,0,1,30,1.19,78.0,2,304.19322
2,,64,0,50,2,0,0,1,1,18413,2,0,1,0,1,1,18,2.85,65.0,0,118.33721
2,2,99,1,55,0,0,2,1,1,18441,3,0,0,1,1,2,6,2.8,,0,238.31858
1,,34,2,7,0,0,2,0,1,19634,2,0,1,1,1,0,6,2.43,,1,130.36072
2,2,72,1,67,0,,1,0,1,19503,3,0,2,2,2,1,6,3.72,,1,123.46958
3,1,99,1,44,0,,1,1,0,19107,1,0,1,0,2,0,6,3.06,,2,203.16892
,1,29,2,55,0,0,0,1,1,19245,0,0,1,2,1,1,6,4.59,,1,113.58521
1,1,44,0,45,3,1,2,0,0,19548,0,0,2,2,1,0,30,3.05,72.0,0,115.27401
1,1,53,0,21,0,1,0,0,1,18895,2,0,0,1,1,2,6,2.82,,0,90.07284
4,4,140,0,54,2,0,0,0,0,18431,1,0,1,0,2,1,18,2.0,,1,120.95678
1,,58,0,54,0,0,0,0,0,19251,0,0,1,2,0,2,6,4.34,58.0,0,77.93364
1,1,20,1,,,0,2,0,0,18308,1,0,1,1,1,2,6,1.65,,2,129.40159
,,83,2,60,2,0,2,1,0,18534,2,0,2,2,0,0,18,1.87,134.4,2,349.5543
1,,145,1,18,,0,0,0,1,19506,2,0,2,1,2,0,6,1.19,,2,333.72652
,1,132,0,,0,,1,1,1,19787,2,0,1,1,0,1,6,1.6,79.2,2,165.60909
2,,111,1,69,0,,2,0,0,18527,3,0,1,1,2,1,6,2.93,179.2,1,166.8282
,,89,1,65,0,0,2,1,1,18849,3,0,2,1,1,1,6,2.11,142.4,1,177.99818
2,2,68,,37,0,0,0,0,0,18850,2,0,2,2,2,2,6,1.0,,0,160.21089
,1,81,2,63,0,1,2,0,1,18962,1,0,0,0,1,0,6,3.23,,1,190.89686
1,1,50,2,44,0,0,2,0,0,18605,1,0,2,2,0,0,6,3.0,80.0,1,121.48984
,1,70,1,,0,0,0,0,1,18887,2,0,1,1,2,2,6,1.08,69.0,2,212.13677
1,,135,0,45,3,0,2,1,1,19006,0,0,0,0,2,2,30,1.78,,2,253.41368
,2,118,1,28,0,0,1,0,1,18596,2,0,0,1,1,2,6,1.98,,0,194.0023
,,146,2,45,0,0,1,0,1,19391,0,0,0,1,1,2,6,3.24,,0,344.50236
,2,82,0,,0,0,2,0,0,19232,3,0,2,2,1,0,6,3.02,,2,131.9031
1,,20,2,40,0,0,2,1,1,19783,0,0,1,1,1,2,6,4.79,,2,270.20042
1,,59,0,1,1,0,1,1,1,18372,0,0,1,2,1,2,13,3.66,,0,109.52799
,3,103,1,,0,0,2,1,1,18332,1,0,1,1,1,1,6,1.51,160.0,1,190.96767
1,2,75,1,56,2,0,0,1,1,18535,1,0,2,1,2,1,18,2.2,,1,171.38776
,1,96,0,41,0,0,1,0,1,19777,0,0,0,1,2,2,6,4.25,57.6,1,83.01776
,2,86,1,65,0,0,2,0,1,18823,2,0,1,2,0,1,6,1.36,,1,162.68394
2,1,104,,34,1,0,1,1,0,19761,2,0,1,1,1,2,13,1.75,,1,209.44499
,1,26,2,27,1,,2,0,0,18872,0,0,1,2,1,1,13,3.73,41.6,1,115.66113
,,27,2,,0,0,1,0,1,19174,2,0,0,1,2,1,6,2.18,15.6,0,142.27199
2,1,67,1,40,2,0,0,0,1,18741,2,0,2,2,0,2,18,2.26,,2,257.89198
1,,120,2,60,0,0,0,1,1,18350,0,0,0,1,2,1,6,1.5,,0,305.2625
1,1,74,1,51,2,0,1,0,1,19064,3,0,2,1,2,1,18,1.54,,0,193.95195
2,2,95,2,69,2,0,1,0,1,18335,0,0,1,0,1,0,18,3.78,57.0,1,193.20385
,1,44,2,52,2,1,2,1,0,19676,3,0,1,1,2,1,18,2.78,,2,303.82697
1,2,68,0,12,0,,2,0,1,19603,0,0,1,1,2,1,6,2.55,108.8,2,159.76489
,2,141,1,65,0,0,1,1,1,18876,2,0,1,2,1,0,6,2.27,85.2,2,272.27472
2,1,129,,40,0,0,2,0,1,18329,0,0,0,2,1,2,6,2.51,,1,223.93528
1,2,100,2,70,0,0,0,0,0,18980,0,0,1,0,1,0,6,1.71,,1,153.51137
1,,84,,52,0,1,1,0,1,18722,2,0,1,2,1,0,6,1.14,,2,126.32346
1,,48,1,,0,0,1,0,1,18395,2,0,1,1,1,1,6,2.38,28.2,1,62.98193
1,,124,1,11,,1,1,0,1,18633,0,0,2,1,1,1,6,2.69,,1,157.18532
3,,101,2,43,0,0,1,1,1,18408,3,0,0,1,1,1,6,3.35,60.0,0,254.97789
2,2,91,1,62,0,0,2,0,1,18617,2,0,0,0,0,1,6,1.95,,0,200.47126
,1,98,1,44,2,0,1,0,0,19063,3,0,1,1,0,1,18,1.68,,2,214.69739
,,95,,40,0,0,0,0,1,19079,3,0,1,2,1,1,6,1.68,,1,157.34342
1,1,38,1,,0,0,2,0,0,18300,2,0,1,1,1,0,6,2.04,,2,139.26567
1,1,31,0,47,,0,0,0,1,19174,1,0,2,1,0,1,6,3.26,,2,101.51808
1,2,66,1,,0,1,2,1,0,19090,3,0,1,2,1,2,6,2.27,,2,209.01239
,,145,2,54,0,0,1,1,1,19000,0,0,1,0,2,2,6,4.2,87.6,1,271.19458
1,,29,0,22,0,,1,0,0,18610,2,0,1,1,1,1,6,2.36,17.4,2,81.76093
,1,119,,32,,0,2,0,0,18372,2,0,2,1,1,2,18,1.8,187.2,2,409.04355
1,2,86,0,46,0,0,2,1,0,19094,1,0,1,0,2,0,6,2.09,140.8,1,87.12608
1,1,23,1,57,0,0,2,1,1,19178,3,0,1,1,1,0,6,1.58,35.2,2,171.8973
2,1,87,,36,2,0,2,0,1,18580,1,0,0,1,1,1,18,1.9,137.6,0,143.92162
1,2,68,,22,2,0,2,0,0,19628,0,0,2,2,1,2,18,1.22,,1,239.41815
,,69,0,30,0,,2,0,1,18615,0,0,1,1,1,1,6,3.67,,1,86.42006
4,,142,1,39,0,0,1,0,0,19647,0,0,0,1,1,1,6,2.21,85.2,0,201.3437
1,1,40,0,33,,1,1,1,1,19450,3,0,2,1,0,1,30,3.0,,1,92.06353
2,3,147,0,42,3,0,2,0,1,19502,2,0,0,0,2,2,30,2.3,,1,204.63713
1,1,58,2,,2,0,2,0,0,19425,0,0,1,1,1,1,18,3.74,91.2,0,228.08484
2,2,63,,59,0,0,2,1,1,18915,0,0,1,2,1,1,6,2.43,,1,88.72876
4,5,144,1,35,0,0,0,1,1,19156,2,0,1,0,1,1,6,2.86,,1,240.63634
1,1,48,0,50,2,0,2,1,0,18599,,0,2,0,1,1,18,1.82,,0,95.92984
1,,87,0,,0,0,0,1,1,19320,3,0,2,2,0,0,6,2.28,,0,111.83389
,,105,1,63,3,0,2,1,1,18999,1,0,1,0,1,1,30,2.34,168.0,1,263.30917
,2,88,1,47,0,0,2,1,1,18980,3,0,2,1,1,0,6,3.63,,1,180.4642
1,2,75,0,23,0,0,2,0,0,18994,1,0,1,2,1,1,6,2.57,,0,104.73835
,1,42,,20,0,0,1,0,1,18352,0,0,0,2,2,2,6,3.93,,2,110.48571
,1,29,1,49,3,,2,0,1,19057,1,0,0,2,1,1,30,2.16,,2,242.29123
,,43,2,18,3,,0,0,1,19456,0,0,2,1,1,2,30,3.64,,1,238.72699
,2,91,,26,,0,0,1,1,18819,0,0,2,2,1,2,6,1.31,90.0,2,272.92755
2,,89,,51,0,,2,0,1,19004,2,0,1,1,1,0,6,1.54,142.4,1,166.32799
,,108,0,6,,0,1,0,1,18412,2,0,1,1,1,1,13,2.28,64.2,1,96.94244
,1,52,1,16,0,1,2,0,1,19681,2,0,2,0,0,0,6,2.39,83.2,0,164.8482
,2,81,2,50,2,0,1,1,0,19640,2,0,1,0,1,0,18,1.76,48.0,0,241.70598
1,,22,0,61,0,1,0,0,1,18289,2,0,2,1,1,1,6,1.77,24.0,1,34.74785
,,99,,57,2,1,2,1,1,19187,0,0,2,1,0,1,18,2.49,,0,171.8645
2,2,92,,71,1,0,2,0,0,18800,3,0,1,1,0,2,13,1.49,,0,193.51487
,,76,2,,0,0,0,1,1,18916,3,0,1,2,1,0,6,1.79,75.0,1,171.63997
1,3,112,0,70,3,0,1,0,1,19565,,0,1,0,2,2,30,2.54,67.8,0,162.41866
,,147,,45,,0,0,1,0,19041,1,0,0,2,1,0,6,2.2,147.0,2,264.78869
,,68,2,,,0,1,0,1,19529,1,0,2,1,1,2,6,3.36,40.8,0,214.517
3,,103,2,,0,0,0,0,1,19585,2,0,1,1,2,1,6,2.9,,2,377.25042
,2,84,1,69,2,0,2,0,1,18594,1,0,0,1,1,1,18,1.84,136.0,0,233.42289
,1,100,0,37,2,0,2,1,0,19061,0,0,0,1,1,2,18,2.02,156.8,1,113.48064
2,1,80,1,59,0,0,0,0,1,18997,,0,1,1,1,2,6,2.18,81.0,2,233.3957
,5,144,1,7,,0,0,0,1,19179,2,0,2,2,2,1,6,1.45,143.0,0,304.74559
,3,109,2,44,0,0,0,0,1,19353,0,0,2,0,2,1,6,2.54,108.0,1,244.46725
2,2,90,0,0,0,0,2,0,0,19373,1,0,2,2,2,0,6,2.54,,1,101.1164
2,2,125,2,44,,0,0,1,1,18762,3,0,1,1,1,1,6,2.03,,1,269.99713
,1,50,0,71,0,0,1,1,1,19217,1,0,1,2,1,0,6,1.68,31.2,2,113.37643
2,2,88,,54,0,0,0,0,1,19149,1,0,2,1,1,1,6,2.67,,2,250.62453
,,129,2,,3,0,2,0,1,19525,2,0,1,1,2,2,30,1.76,204.8,0,505.54014
1,1,53,2,52,1,0,0,0,1,18743,1,0,2,1,2,1,13,1.6,,1,164.66335
2,3,112,0,53,0,1,1,0,0,19044,1,0,0,1,1,2,6,2.9,67.8,2,124.97938
,1,139,,45,3,1,1,0,1,18610,0,0,1,2,0,2,30,4.12,83.4,0,390.48985
,,47,0,62,3,0,2,1,1,19594,1,0,2,0,2,1,30,1.63,75.2,0,144.5987
5,3,140,2,49,2,0,0,0,0,19468,1,0,2,2,2,1,18,2.94,,1,323.64656
1,1,141,0,,0,0,0,0,0,19430,3,0,2,1,2,1,6,3.66,,2,152.29536
,1,101,2,,2,0,2,0,1,18695,2,0,0,0,0,2,18,1.35,,0,335.91621
1,,123,0,59,2,0,2,1,1,19186,0,0,0,1,0,1,18,1.83,198.4,0,180.72761
2,1,105,1,29,1,1,1,0,1,18857,2,0,1,2,2,1,13,2.22,,2,266.72218
,,,2,,0,,0,0,1,18275,2,0,2,1,1,1,6,1.28,30.0,0,152.02114
2,,79,,67,0,,0,1,0,18969,2,0,0,0,0,2,6,2.13,77.0,2,263.40766
1,1,49,1,57,0,1,2,0,0,19663,3,0,1,1,2,0,6,3.27,,2,179.02299
,2,75,0,69,0,,1,1,1,19714,3,0,1,0,2,0,6,2.86,,0,97.66805
,1,86,1,,0,0,2,1,1,19687,3,0,1,2,1,1,6,2.91,137.6,0,233.80695
3,,146,0,0,2,0,1,1,1,18545,1,0,1,1,2,0,18,2.32,88.8,0,176.79039
,,71,1,,0,1,1,0,1,19131,0,0,2,2,1,1,6,4.96,41.4,0,158.11091
3,,123,2,68,0,0,2,1,1,19045,3,0,1,0,1,0,6,2.33,195.2,2,459.80158
1,2,118,2,62,0,0,0,1,1,18328,2,0,1,0,2,2,6,1.21,,2,385.56389
1,2,106,2,41,1,1,0,0,0,19283,1,0,2,0,1,0,13,1.69,,2,327.22381
1,1,25,1,56,0,1,2,0,0,19385,0,0,1,1,1,0,6,3.79,40.0,1,52.10122
1,1,41,,63,0,0,2,1,1,19486,3,0,2,0,0,1,6,3.16,62.4,1,131.35647
1,3,124,2,21,0,0,0,1,0,19657,0,0,2,1,0,1,6,1.52,,1,244.81562
1,,21,0,66,0,1,1,1,1,18886,2,0,2,1,1,2,6,1.41,13.2,2,102.26676
1,,45,,52,3,1,1,0,1,18971,1,0,2,1,1,1,30,1.96,,2,344.22177
1,1,26,1,,0,,2,1,1,18643,3,0,1,2,1,1,6,1.39,,2,174.59285
2,,81,0,65,3,0,0,1,1,18497,2,0,1,2,1,0,30,2.56,81.0,2,175.80973
1,2,67,1,48,0,0,0,0,1,18918,2,0,1,1,1,2,6,1.99,67.0,1,117.69319
1,,58,0,52,3,,2,1,1,19229,2,0,1,1,0,1,30,2.89,92.8,1,114.55849
,1,,2,64,0,0,2,0,1,18871,2,0,2,1,1,1,6,1.62,187.2,1,292.07195
1,1,41,2,55,0,0,2,1,1,18723,0,0,2,1,1,1,6,2.05,,2,286.56117
2,,88,2,59,0,,0,0,0,18395,2,0,1,1,1,1,6,1.8,,0,205.37941
2,1,81,2,37,2,0,2,0,1,19181,3,0,1,1,2,1,18,3.29,129.6,1,282.13536
1,1,26,2,24,,0,2,0,1,18412,1,0,1,2,1,2,6,2.74,41.6,0,186.82441
1,2,111,2,40,0,0,0,0,1,18919,1,0,1,0,1,0,6,2.47,113.0,2,359.48594
,,66,0,23,,1,2,1,0,18992,0,0,1,0,2,1,6,1.89,,2,128.11242
2,3,128,1,36,0,0,2,0,0,18593,0,0,2,2,2,1,6,2.02,206.4,2,290.95095
1,4,145,1,57,,0,1,1,1,19783,3,0,0,1,0,2,18,2.08,,1,226.64546
1,,89,1,17,2,,1,0,1,19371,0,0,2,2,2,0,18,4.42,53.4,0,227.99903
